1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
27,35,30,20,19,12,12,10,10,10,9,15,6,5,8,8,6,5,14,12,10,10,8,14
4,18,18,16,16,16,9,11,9,15,16,15,16,16,20,6,17,14,13,10,12,4,8,6
4,11,8,8,11,12,10,16,11,13,21,13,14,14,13,20,14,5,18,13,14,15,16,23
38,22,24,22,19,16,18,19,15,9,19,12,17,17,23,24,24,27,34,28,20,20,21,25
27,29,22,15,16,17,28,31,19,12,30,27,33,32,26,54,38,33,34,24,23,30,29,36
31,28,28,16,13,28,30,26,18,22,19,20,7,12,15,17,18,18,13,20,18,23,16,9
12,17,18,20,16,11,9,8,10,11,12,13,14,11,16,7,5,13,14,13,11,12,17,12
17,13,11,13,13,14,21,23,19,14,15,18,16,20,14,15,18,20,10,6,5,6,19,19
18,22,19,14,12,16,14,20,12,11,18,17,26,27,31,28,44,39,35,27,26,24,22,16
20,21,22,28,36,30,22,20,21,27,29,27,33,32,33,30,27,37,19,41,34,35,40,35
34,27,29,44,31,33,28,34,28,23,27,24,34,26,23,32,35,18,12,17,14,14,19,16
4,4,17,10,19,12,15,15,13,17,20,20,25,21,22,19,16,23,27,22,21,18,26,20
22,4,11,10,12,6,14,7,9,21,20,14,27,12,6,17,19,9,14,11,18,22,23,19
10,9,12,14,10,7,11,20,10,8,8,15,17,10,9,12,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,30,27,29,28,28,20,20,35,31,25,42,23,23,19,40,58,18,36,30,26,31,50,36
37,38,34,34,35,40,51,43,47,38,36,27,36,19,28,27,23,35,30,31,24,33,33,20
22,7,15,18,22,22,19,19,19,10,25,27,33,35,26,21,31,32,21,25,25,14,9,8
19,21,25,21,30,35,25,28,19,19,19,20,18,23,27,68,55,21,18,14,21,15,10,13
18,15,21,14,18,20,20,19,19,14,23,22,13,14,22,19,63,26,6,35,49,32,32,32
33,18,10,11,15,15,25,31,22,15,26,29,31,27,25,30,20,31,25,33,28,21,24,13
6,40,22,17,12,18,23,27,34,30,36,35,30,24,16,27,39,25,6,17,25,32,27,13
2,16,25,18,18,18,18,14,24,22,22,49,39,21,26,26,23,28,20,13,27,32,68,51
54,30,25,18,25,20,19,24,19,21,30,31,31,35,29,23,15,21,17,13,11,11,19,15
29,29,25,27,27,21,16,21,9,19,19,14,27,20,24,35,22,24,21,30,3,9,20,18
15,21,21,20,23,23,27,17,21,35,25,19,21,24,31,39,31,33,21,15,10,16,8,12
8,5,7,10,11,7,10,10,12,7,14,21,13,13,18,17,38,31,24,35,39,35,36,40
33,20,15,23,23,33,35,34,28,34,42,34,25,22,16,26,18,25,28,20,18,12,17,14
17,17,24,23,23,29,28,27,14,10,11,16,16,16,21,16,21,13,17,17,19,14,22,28
27,26,20,13,24,21,14,21,16,25,20,21,17,13,22,29,11,21,14,24,10,17,14,13
17,26,19,21,24,19,12,15,5,14,25,15,26,15,25,21,20,17,16,27,18,18,21,19
31,10,19,21,29,20,19,13,14,13,28,11,23,26,30,30,31,27,26,23,20,14,21,15
31,18,7,10,12,10,9,9,9,20,5,16,19,23,14,13,22,19,12,19,16,13,12,16
8,10,20,8,16,12,14,14,15,14,15,14,22,25,28,26,30,24,26,21,23,19,17,19
24,17,13,22,20,12,11,18,12,18,30,16,18,21,34,21,17,19,19,9,18,15,16,7
9,15,17,10,18,23,25,24,19,19,27,30,22,25,19,19,14,19,17,16,11,15,17,16
23,13,15,13,15,11,17,35,29,26,15,22,16,15,14,13,26,18,26,25,24,25,25,35
51,26,31,37,40,35,44,54,65,44,41,32,34,37,24,39,29,54,43,40,41,37,42,41
36,28,36,34,29,22,29,33,39,37,43,52,32,25,24,26,33,55,40,40,33,33,32,20
33,28,26,20,21,27,21,32,31,33,43,27,31,27,31,29,37,15,8,18,15,16,22,16
4,21,16,23,9,8,15,14,13,17,10,12,11,11,3,12,23,42,27,24,26,35,33,22
26,18,16,16,27,26,32,28,14,9,15,20,18,11,23,13,17,31,23,12,9,11,15,10
9,10,5,5,7,8,7,6,3,4,5,9,12,14,5,10,9,9,11,13,5,9,10,16
14,7,9,10,8,16,15,16,14,9,16,11,23,12,21,19,10,14,14,11,12,20,33,15
12,12,11,8,12,11,24,19,16,24,25,26,38,21,21,20,24,12,12,16,9,10,15,13
20,22,14,12,18,17,22,21,17,18,18,24,26,25,28,31,15,14,19,12,11,20,21,21
9,17,21,16,12,20,20,16,16,17,21,23,14,8,19,16,19,18,17,16,12,16,14,16
23,13,8,7,13,5,10,18,12,19,13,17,13,15,6,14,16,15,8,11,15,18,12,12
21,20,13,8,10,12,11,16,20,15,17,20,20,20,25,38,27,22,23,17,17,20,28,29
25,20,14,17,10,9,17,13,8,12,21,21,17,23,24,27,22,20,27,7,24,23,20,24
15,18,18,15,18,11,15,19,12,18,16,9,16,9,11,17,17,20,21,19,29,41,23,13
21,20,19,29,42,35,33,39,38,35,15,21,12,30,46,35,32,35,33,10,15,25,23,18
25,27,24,20,24,17,16,25,11,16,22,29,25,20,19,30,25,35,27,23,20,19,24,28
26,21,26,15,21,20,27,17,17,19,23,19,22,35,34,30,28,23,25,24,19,18,15,12
15,12,19,6,11,16,18,16,9,18,22,22,33,23,33,26,24,25,23,22,18,13,19,7
17,16,20,12,13,11,17,14,23,28,33,34,34,38,44,43,24,31,21,6,5,13,17,39
22,17,10,16,17,21,13,21,19,21,20,30,31,17,21,19,31,34,28,27,18,26,32,39
40,33,24,27,27,24,45,36,40,42,25,27,19,28,27,52,51,36,31,28,27,30,27,16
29,22,22,31,39,41,40,54,32,24,19,36,23,35,68,41,37,34,34,37,25,25,27,24
24,28,25,36,33,36,29,34,31,42,34,16,63,27,30,34,30,33,28,37,22,18,21,30
20,11,9,15,27,22,23,19,22,21,22,19,19,25,20,30,16,23,15,17,8,10,17,21
29,27,19,18,15,17,23,26,19,22,16,13,19,26,37,41,27,22,18,19,21,25,21,17
19,22,32,41,36,28,23,32,30,23,24,25,12,22,21,26,26,16,16,16,19,28,31,46
43,39,32,34,38,45,48,46,37,39,27,35,22,42,24,25,32,27,42,33,24,19,20,32
22,24,48,43,32,30,17,23,25,32,21,34,34,23,33,21,18,15,19,17,11,14,19,20
13,16,14,9,21,16,22,19,14,18,31,10,23,20,12,24,22,14,15,15,14,19,25,17
22,21,20,16,22,28,20,21,22,27,22,29,18,32,34,48,46,34,34,31,20,24,20,18
13,8,17,13,8,12,17,20,24,22,23,24,33,40,48,35,33,24,22,28,31,25,20,26
31,24,19,20,22,27,28,25,21,16,27,22,27,26,28,22,31,29,34,30,26,24,21,25
22,38,45,54,64,45,35,34,27,32,24,28,21,20,36,35,47,46,29,26,19,30,40,33
